,answer,answerUser,feature
198,0.8,A3EIVR2LS7CCWB,region_5_0
199,0.8,A1JSUTQQBKXS86,region_5_0
200,0.2,A3O3RIY1ELZ6YR,region_5_0
201,0.8,ANGB67ECCF73,region_5_0
202,0.3,A34MRQ1OP87XC6,region_5_0
203,0.4,A1QG4WF9ZTZTK2,region_5_0
204,0.9,A2O2Q0LVWOWJ1G,region_5_0
205,0.7,A356795ET25HER,region_5_0
206,0.3,A2CF2BD4Q0ZDJN,region_5_1
207,0.4,A1PY5N4FASWD01,region_5_1
208,0.2,A27SMEOPKV84VI,region_5_1
209,0.1,A2VBSFSJXLZZ7A,region_5_1
210,0.8,A6KIHXQ85IH67,region_5_1
211,0.7,A1YY98SJG37KSU,region_5_1
212,0.6,AH4W0KRSGIH0J,region_5_1
213,0.6,A2VU8AC7MY3721,region_5_1
214,0.1,A1ZD9SJXQ9C6EW,region_5_1
215,0.1,A360G7Q6RO5XRL,region_5_1
216,0.4,A3BGQS3TMP7RQG,region_5_1
217,0.2,ACJK1CSODSI6N,region_5_1
223,0.4,ATB9VOR75W6P3,region_5_1
224,0.3,A2YXL5GQ3LZUY0,region_5_1
225,0.6,A3Y2Z6ZK6HEAC,region_5_1
226,0.1,ANMXMEB55AGM6,region_5_1
227,0.1,ADAGUJNWMEPT6,region_5_1
228,0.2,A3EIVR2LS7CCWB,region_5_1
229,0.2,A1JSUTQQBKXS86,region_5_1
230,0.2,A3O3RIY1ELZ6YR,region_5_1
231,0.8,ANGB67ECCF73,region_5_1
232,0.2,A34MRQ1OP87XC6,region_5_1
233,0.6,A1QG4WF9ZTZTK2,region_5_1
234,0.1,A2O2Q0LVWOWJ1G,region_5_1
235,0.1,A356795ET25HER,region_5_1
236,0.1,A2CF2BD4Q0ZDJN,region_5
237,0.1,A1PY5N4FASWD01,region_5
238,0.1,A27SMEOPKV84VI,region_5
239,0.1,A2VBSFSJXLZZ7A,region_5
240,0.5,A6KIHXQ85IH67,region_5
241,0.3,A1YY98SJG37KSU,region_5
242,0.2,AH4W0KRSGIH0J,region_5
243,0.4,A2VU8AC7MY3721,region_5
244,0.3,A1ZD9SJXQ9C6EW,region_5
245,0.7,A360G7Q6RO5XRL,region_5
246,0.1,A3BGQS3TMP7RQG,region_5
247,0.1,ACJK1CSODSI6N,region_5
253,0.1,ATB9VOR75W6P3,region_5
254,0.7,A2YXL5GQ3LZUY0,region_5
255,0.3,A3Y2Z6ZK6HEAC,region_5
256,0.1,ANMXMEB55AGM6,region_5
257,0.1,ADAGUJNWMEPT6,region_5
258,0.2,A3EIVR2LS7CCWB,region_5
259,0.1,A1JSUTQQBKXS86,region_5
260,0.4,A3O3RIY1ELZ6YR,region_5
261,0.3,ANGB67ECCF73,region_5
262,0.4,A34MRQ1OP87XC6,region_5
263,0.4,A1QG4WF9ZTZTK2,region_5
264,0.2,A2O2Q0LVWOWJ1G,region_5
265,0.1,A356795ET25HER,region_5
