,p,p|f=0,p|f=1,std,H,IG,IG ratio
"traveltime_(2, 3]",0.08320493066255778,0.5512605042016807,0.37037037037037035,0.276191727204123,0.4133724942810579,0.007257410329654768,0.01755658741222475
reason_other,0.11093990755007704,0.5528596187175043,0.4027777777777778,0.3140577088097947,0.5027445099216502,0.0064397791682678784,0.012809248119430445
"traveltime_(3, 4]",0.02465331278890601,0.5434439178515008,0.25,0.15506620185404227,0.1668249770775052,0.0061844356427500635,0.037071401124046534
"famrel_(3.667, 5]",0.765793528505393,0.45394736842105265,0.5613682092555332,0.42350183022585935,0.7852723618359934,0.0059913600812535606,0.007629658666765704
guardian_other,0.06317411402157165,0.5476973684210527,0.36585365853658536,0.24327586263162326,0.33991818053682515,0.0056933359972329844,0.016749136478200803
"famrel_(0.996, 2.333]",0.07858243451463791,0.5484949832775919,0.39215686274509803,0.2690859258682809,0.39716450835196887,0.005133779504770564,0.012926078229077273
"age_(14.993, 17.333]",0.7211093990755008,0.4696132596685083,0.561965811965812,0.448453602550444,0.8539347691900576,0.004966949411012722,0.005816544296145463
"age_(17.333, 19.667]",0.2650231124807396,0.559748427672956,0.47093023255813954,0.44134551355118556,0.8342321097196472,0.004448867350110852,0.0053328891303475985
"goout_(0.996, 2.333]",0.29738058551617874,0.5109649122807017,0.5958549222797928,0.4571054286203917,0.8780653387975025,0.004390329639576418,0.005000003354635214
Mjob_health,0.07395993836671803,0.5257903494176372,0.6666666666666666,0.2617056856155569,0.3805305545291262,0.004034434719860314,0.010602130819304587
reason_home,0.2295839753466872,0.516,0.6040268456375839,0.420565302433165,0.7772853738852624,0.00400400969673087,0.005151273690789806
"freetime_(0.996, 2.333]",0.23420647149460708,0.5171026156941649,0.5986842105263158,0.42350183022585947,0.7852723618359934,0.003484507719291763,0.004437323772792494
nursery,0.802773497688752,0.46875,0.5527831094049904,0.39790477390616946,0.7163462982809524,0.0032350837991952375,0.004516089225223345
guardian_father,0.2357473035439137,0.5181451612903226,0.5947712418300654,0.4244649719537391,0.7878963785016566,0.0030863638518342507,0.00391722050773173
"health_(0.996, 2.333]",0.2588597842835131,0.5176715176715176,0.5892857142857143,0.43800844325675414,0.8250208924672096,0.0028678964735209256,0.0034761501189921806
"freetime_(2.333, 3.667]",0.386748844375963,0.5125628140703518,0.5737051792828686,0.48700531388252954,0.9626693813766176,0.002577192838984166,0.002677131826192269
"studytime_(3, 4]",0.053929121725731895,0.5293159609120521,0.6571428571428571,0.22587778012815615,0.3028587347936471,0.002469378943530054,0.008153566860842123
Fjob_at_home,0.06471494607087827,0.5436573311367381,0.42857142857142855,0.24602219783166213,0.3458838753120707,0.0023196248960244414,0.006706368991418233
schoolsup,0.10477657935285054,0.5456110154905336,0.45588235294117646,0.30626532250969357,0.4839566517694709,0.0021839567849720742,0.004512711576516125
Mjob_services,0.20955315870570107,0.5224171539961013,0.5882352941176471,0.40698972024139035,0.7406277505623668,0.0020922529729984207,0.0028249724256345374
"health_(3.667, 5]",0.5500770416024653,0.565068493150685,0.5126050420168067,0.49748596955526886,0.9927521326349573,0.001977864521329087,0.001992304479950549
romantic,0.3682588597842835,0.5536585365853659,0.5062761506276151,0.4823321179173796,0.9493258114434655,0.001513868910203442,0.0015946779197982403
Fjob_health,0.03543913713405239,0.5319488817891374,0.6521739130434783,0.18488700520384338,0.22097494046580968,0.0014622351569483216,0.0066171990084756506
"famrel_(2.333, 3.667]",0.15562403697996918,0.5456204379562044,0.48514851485148514,0.3624985463336718,0.6237373163499861,0.0013902749249318225,0.0022289429997029765
"Fedu_(1.333, 2.667]",0.3220338983050847,0.55,0.507177033492823,0.4672558899013629,0.906579548498746,0.0011600992225633266,0.001279644157519765
"Walc_(2.333, 3.667]",0.18489984591679506,0.5274102079395085,0.575,0.3882162965367874,0.6906795663329723,0.000993800330009731,0.00143887321770082
Fjob_services,0.27889060092449924,0.5470085470085471,0.5082872928176796,0.4484536025504444,0.8539347691900576,0.0008735248458743294,0.0010229409521559272
"goout_(2.333, 3.667]",0.31587057010785824,0.5247747747747747,0.5609756097560976,0.4648616493620368,0.8998341979558975,0.0008227584950492028,0.0009143445502718355
famsup,0.613251155624037,0.5219123505976095,0.5452261306532663,0.48700531388252977,0.9626693813766176,0.00037377030868634975,0.0003882644612129016
"age_(19.667, 22]",0.01386748844375963,0.5375,0.4444444444444444,0.11694093042225091,0.10545940491609888,0.0003423834339723042,0.003246589853647446
"Medu_(1.333, 2.667]",0.28659476117103233,0.5421166306695464,0.521505376344086,0.4521705475153722,0.8642817553403046,0.0002517556441179458,0.0002912888563970888
"absences_(-0.075, 25]",0.9953775038520801,0.6666666666666666,0.5356037151702786,0.06783162004023248,0.04251063620493366,0.00023500392610964482,0.005528120656128194
"absences_(25, 50]",0.004622496147919877,0.5356037151702786,0.6666666666666666,0.06783162004023248,0.04251063620493366,0.00023500392610964482,0.005528120656128194
Fjob_other,0.5654853620955316,0.5460992907801419,0.5286103542234333,0.49569311811968736,0.9875908680454886,0.00021805259470752958,0.00022079243719524353
guardian_mother,0.7010785824345146,0.5463917525773195,0.5318681318681319,0.4577853248916186,0.8799684494344862,0.00012830134867525267,0.00014580221456542657
paid,0.060092449922958396,0.5377049180327869,0.5128205128205128,0.23765804717117242,0.3278118015426218,0.00010126885285122178,0.0003089237555654472
Mjob_other,0.3975346687211094,0.5345268542199488,0.5387596899224806,0.4893882465751575,0.969490187804417,1.2447901878154255e-05,1.283963678512801e-05
"health_(2.333, 3.667]",0.19106317411402157,0.5371428571428571,0.532258064516129,0.393138700221052,0.7036902472309534,1.0694207369210673e-05,1.5197322133272084e-05
Pstatus,0.8767334360554699,0.5375,0.5360281195079086,0.32874293628584594,0.53867817668414,6.791932172234283e-07,1.260851555940572e-06
famsize,0.7041602465331279,0.5364583333333334,0.5361050328227571,0.45641931788162915,0.8761458353334992,7.542422519879466e-08,8.608638214902308e-08
subject,1.0,,0.5362095531587057,0.0,0.0,,
"absences_(50, 75]",0.0,0.5362095531587057,,0.0,0.0,,
