,p,p|f=0,p|f=1,std,H,IG,IG ratio
"Walc_(0.996, 2.333]",0.5974683544303797,0.3522012578616352,0.4491525423728814,0.4904079117272004,0.9724122619515361,0.00678629142176157,0.00697882131611766
"Walc_(3.667, 5]",0.2,0.43354430379746833,0.31645569620253167,0.3999999999999994,0.7219280948873623,0.006694366242635752,0.009272898907861772
reason_reputation,0.26582278481012656,0.38275862068965516,0.4857142857142857,0.4417703383953192,0.8354065254460504,0.006114704384735936,0.007319435745933513
"goout_(0.996, 2.333]",0.3189873417721519,0.379182156133829,0.47619047619047616,0.4660841314197324,0.9032768281563099,0.006057529844086584,0.006706172078443202
Mjob_at_home,0.14936708860759493,0.42857142857142855,0.3050847457627119,0.35644994241616224,0.6082541747960802,0.005948378314311942,0.00977942866780349
"traveltime_(3, 4]",0.020253164556962026,0.4160206718346253,0.125,0.14086509107082149,0.1428596389432329,0.0058431203734418125,0.040901127964936626
"absences_(50, 75]",0.007594936708860759,0.413265306122449,0.0,0.08681735797206183,0.064389485101617,0.005812845898889196,0.0902763221310993
"health_(0.996, 2.333]",0.23291139240506328,0.38613861386138615,0.4891304347826087,0.42268626153803185,0.7830520912934543,0.00559438053213801,0.007144327426413164
"studytime_(2, 3]",0.16455696202531644,0.39090909090909093,0.5076923076923077,0.37078021559181834,0.6451006442088482,0.005514921787675875,0.008548932383162287
guardian_other,0.0810126582278481,0.4214876033057851,0.28125,0.2728545536264811,0.405737342070902,0.004552725545325154,0.011220868954501041
"health_(2.333, 3.667]",0.23037974683544304,0.4309210526315789,0.34065934065934067,0.4210759065578088,0.7786727004190694,0.00437281629073305,0.005615730830655382
"freetime_(0.996, 2.333]",0.21012658227848102,0.391025641025641,0.4819277108433735,0.40739833295982536,0.741724627654804,0.004048569025640658,0.005458318188033589
"traveltime_(0.997, 2]",0.9215189873417722,0.2903225806451613,0.42032967032967034,0.2689270222762437,0.39680419836998787,0.0037865203964099203,0.009542541162528971
famsize,0.7113924050632912,0.4649122807017544,0.3879003558718861,0.45311505280839887,0.8669157858572228,0.0036077319860201573,0.004161571452355967
internet,0.8329113924050633,0.3333333333333333,0.425531914893617,0.3730549621797325,0.6510012141111681,0.0035957842589737776,0.005523467823148705
Mjob_other,0.3569620253164557,0.4330708661417323,0.36879432624113473,0.47910347295592537,0.9401325110939337,0.002843491405313925,0.0030245644861331853
school,0.8835443037974684,0.32608695652173914,0.42120343839541546,0.32077058316578116,0.5190863217333482,0.0028405662679622523,0.00547224257128747
"goout_(2.333, 3.667]",0.3291139240506329,0.3886792452830189,0.45384615384615384,0.469891422614445,0.9140185106642176,0.002783492923977615,0.0030453353969328804
"studytime_(3, 4]",0.06835443037974684,0.40217391304347827,0.5185185185185185,0.25235313001270154,0.35975248259004916,0.002526781732818395,0.007023667257628778
Mjob_services,0.2607594936708861,0.3938356164383562,0.4563106796116505,0.43904894958465424,0.8278902975129803,0.002229582868960356,0.002693089743481864
famsup,0.6126582278481013,0.4444444444444444,0.3884297520661157,0.48714281653137814,0.9630626573621169,0.0022147605918731994,0.002299705605800929
reason_home,0.2759493670886076,0.42657342657342656,0.3669724770642202,0.4469914024810828,0.8498726564333151,0.0021327148674151752,0.002509452270609106
Fjob_other,0.549367088607595,0.43820224719101125,0.3870967741935484,0.49755692193196466,0.9929565186278304,0.001926511822882171,0.0019401774264440335
guardian_father,0.22784810126582278,0.39672131147540984,0.45555555555555555,0.4194440892602774,0.7742411580847272,0.0018036745504144136,0.0023296030333445966
"Medu_(1.333, 2.667]",0.2607594936708861,0.4246575342465753,0.36893203883495146,0.4390489495846545,0.8278902975129803,0.0017985271351415033,0.002172422047394878
"famrel_(0.996, 2.333]",0.06582278481012659,0.4037940379403794,0.5,0.24797206659211998,0.35013808886711206,0.0016712712068566171,0.004773177383426328
reason_course,0.3670886075949367,0.428,0.3793103448275862,0.48201095606733585,0.9484103893488014,0.0016485145285556335,0.001738186914725321
"freetime_(3.667, 5]",0.3924050632911392,0.3958333333333333,0.432258064516129,0.48828611448065645,0.966334094295981,0.0009416559987709405,0.0009744621496119107
"Dalc_(2.333, 3.667]",0.06582278481012659,0.4146341463414634,0.34615384615384615,0.24797206659211982,0.35013808886711206,0.0008752066943653602,0.002499604362373519
"Dalc_(0.996, 2.333]",0.8886075949367088,0.36363636363636365,0.41595441595441596,0.3146174457297407,0.5041016391481568,0.0008172635556387142,0.0016212277290344585
"traveltime_(2, 3]",0.05822784810126582,0.41397849462365593,0.34782608695652173,0.2341737940222213,0.32036959566826534,0.0007280686575211748,0.002272589744362232
"famrel_(2.333, 3.667]",0.17215189873417722,0.41590214067278286,0.38235294117647056,0.37751241369840255,0.6626038173862475,0.0004811460482576635,0.0007261443952369988
romantic,0.3341772151898734,0.41825095057034223,0.3939393939393939,0.47170202886760637,0.9191374052437277,0.00039297279374683747,0.00042754520869774944
"Walc_(2.333, 3.667]",0.20253164556962025,0.4158730158730159,0.3875,0.4018862750984181,0.7269625813353974,0.00038943938040558734,0.0005357076009197128
reason_other,0.09113924050632911,0.40668523676880225,0.4444444444444444,0.28780701754171706,0.44026106535712695,0.0003497348016251456,0.000794380491814444
Fjob_at_home,0.05063291139240506,0.408,0.45,0.2192469376669465,0.28907945973164645,0.0002507582327448965,0.0008674370464704629
Fjob_services,0.2810126582278481,0.4154929577464789,0.3963963963963964,0.449493653062607,0.8568269617880312,0.00022017757851744424,0.00025696854596869413
activities,0.5088607594936709,0.4020618556701031,0.417910447761194,0.4999214807759281,0.9997734473397376,0.00018719933713384762,0.00018724175725206527
nursery,0.7949367088607595,0.3950617283950617,0.4140127388535032,0.4037478641013278,0.7319398167717426,0.00017507195675059428,0.0002391890053512295
Fjob_health,0.04556962025316456,0.40848806366047746,0.4444444444444444,0.20854982609234432,0.26727021286636893,0.00016645014829286264,0.0006227785225586856
"Fedu_(1.333, 2.667]",0.2911392405063291,0.4142857142857143,0.4,0.45428755556775574,0.8701883352082784,0.00012577702276939107,0.00014454000091748703
"health_(3.667, 5]",0.5367088607594936,0.41530054644808745,0.4056603773584906,0.4986506387660007,0.996108319587559,6.889087932759885e-05,6.916002805410087e-05
"Dalc_(3.667, 5]",0.04556962025316456,0.41114058355437666,0.3888888888888889,0.20854982609234463,0.26727021286636893,6.4555233172503e-05,0.00024153545761861477
"famrel_(3.667, 5]",0.7620253164556962,0.4148936170212766,0.40863787375415284,0.4258435552363003,0.791655995564799,2.1143606502072032e-05,2.67080734820777e-05
Pstatus,0.8962025316455696,0.4146341463414634,0.4096045197740113,0.3049976293639707,0.48091897744744616,7.0098623248249226e-06,1.4575973612085097e-05
Mjob_teacher,0.1468354430379747,0.4094955489614243,0.41379310344827586,0.3539417970596528,0.6018640102146287,6.893687125586467e-06,1.1453894914115455e-05
paid,0.4582278481012658,0.411214953271028,0.4088397790055249,0.498252031933386,0.994959373059641,4.176175540049343e-06,4.19733272847816e-06
"age_(19.667, 22]",0.012658227848101266,0.41025641025641024,0.4,0.11179444134592198,0.09794058271817413,3.930134860885559e-06,4.012774635203668e-05
guardian_mother,0.6911392405063291,0.4098360655737705,0.41025641025641024,0.462023582448627,0.8918540211561315,1.124668433938325e-07,1.261045425887513e-07
subject,0.0,0.41012658227848103,,0.0,0.0,,
