,p,p|f=0,p|f=1,std,H,IG,IG ratio
G3,0.5362095531587057,0.0,1.0,0.4986871446709289,0.9962135597402361,0.996213559740236,0.9999999999999999
subject,1.0,,0.5362095531587057,0.0,0.0,,
Mjob_at_home,0.20801232665639446,0.5914396887159533,0.32592592592592595,0.4058856964902637,0.7376661566162179,0.034002007178360216,0.046094031661059756
Mjob_health,0.07395993836671803,0.5257903494176372,0.6666666666666666,0.2617056856155569,0.3805305545291262,0.004034434719860314,0.010602130819304587
Mjob_other,0.3975346687211094,0.5345268542199488,0.5387596899224806,0.4893882465751575,0.969490187804417,1.2447901878154255e-05,1.283963678512801e-05
Mjob_services,0.20955315870570107,0.5224171539961013,0.5882352941176471,0.40698972024139035,0.7406277505623668,0.0020922529729984207,0.0028249724256345374
Mjob_teacher,0.11093990755007704,0.511265164644714,0.7361111111111112,0.3140577088097952,0.5027445099216502,0.01511510547977768,0.03006518257580432
Fjob_at_home,0.06471494607087827,0.5436573311367381,0.42857142857142855,0.24602219783166213,0.3458838753120707,0.0023196248960244414,0.006706368991418233
Fjob_health,0.03543913713405239,0.5319488817891374,0.6521739130434783,0.18488700520384338,0.22097494046580968,0.0014622351569483216,0.0066171990084756506
Fjob_other,0.5654853620955316,0.5460992907801419,0.5286103542234333,0.49569311811968736,0.9875908680454886,0.00021805259470752958,0.00022079243719524353
Fjob_services,0.27889060092449924,0.5470085470085471,0.5082872928176796,0.4484536025504444,0.8539347691900576,0.0008735248458743294,0.0010229409521559272
Fjob_teacher,0.05546995377503852,0.5203915171288744,0.8055555555555556,0.22889525552800988,0.309193434263588,0.013395849095574897,0.04332514087008365
reason_course,0.4391371340523883,0.5906593406593407,0.4666666666666667,0.49628188718574273,0.9892851300759103,0.010997393428223812,0.01111650533691935
reason_home,0.2295839753466872,0.516,0.6040268456375839,0.420565302433165,0.7772853738852624,0.00400400969673087,0.005151273690789806
reason_other,0.11093990755007704,0.5528596187175043,0.4027777777777778,0.3140577088097947,0.5027445099216502,0.0064397791682678784,0.012809248119430445
reason_reputation,0.22033898305084745,0.4980237154150198,0.6713286713286714,0.41447522917414925,0.7607859931846075,0.015267762060048318,0.02006840582873815
guardian_father,0.2357473035439137,0.5181451612903226,0.5947712418300654,0.4244649719537391,0.7878963785016566,0.0030863638518342507,0.00391722050773173
guardian_mother,0.7010785824345146,0.5463917525773195,0.5318681318681319,0.4577853248916186,0.8799684494344862,0.00012830134867525267,0.00014580221456542657
guardian_other,0.06317411402157165,0.5476973684210527,0.36585365853658536,0.24327586263162326,0.33991818053682515,0.0056933359972329844,0.016749136478200803
