,Rank,"G_(5.841, 37.8]","G_(37.8, 69.6]","G_(69.6, 101.4]","G_(101.4, 133.2]","G_(133.2, 165]","Ghome_(43.96, 52]","Ghome_(52, 60]","Ghome_(60, 68]","Ghome_(68, 76]","Ghome_(76, 84]","W_(-0.116, 23.2]","W_(23.2, 46.4]","W_(46.4, 69.6]","W_(69.6, 92.8]","W_(92.8, 116]","L_(3.87, 30]","L_(30, 56]","L_(56, 82]","L_(82, 108]","L_(108, 134]",DivWin_N,DivWin_Y,WCWin_N,WCWin_Y,LgWin_N,LgWin_Y,WSWin_N,WSWin_Y,"R_(22.804, 263.2]","R_(263.2, 502.4]","R_(502.4, 741.6]","R_(741.6, 980.8]","R_(980.8, 1220]","AB_(205.43, 1325]","AB_(1325, 2439]","AB_(2439, 3553]","AB_(3553, 4667]","AB_(4667, 5781]","H_(31.25, 383]","H_(383, 733]","H_(733, 1083]","H_(1083, 1433]","H_(1433, 1783]","2B_(2.627, 77.6]","2B_(77.6, 152.2]","2B_(152.2, 226.8]","2B_(226.8, 301.4]","2B_(301.4, 376]","3B_(-0.00502, 1.00346]","3B_(1.00346, 2.00691]","3B_(2.00691, 3.0104]","3B_(3.0104, 4.0138]","3B_(4.0138, 5.0173]","HR_(-0.264, 52.8]","HR_(52.8, 105.6]","HR_(105.6, 158.4]","HR_(158.4, 211.2]","HR_(211.2, 264]","BB_(-0.835, 167]","BB_(167, 334]","BB_(334, 501]","BB_(501, 668]","BB_(668, 835]","SO_(-1.535, 307]","SO_(307, 614]","SO_(614, 921]","SO_(921, 1228]","SO_(1228, 1535]","SB_(-0.00637, 1.273]","SB_(1.273, 2.547]","SB_(2.547, 3.82]","SB_(3.82, 5.0932]","SB_(5.0932, 6.366]","CS_(-0.00526, 1.0515]","CS_(1.0515, 2.103]","CS_(2.103, 3.154]","CS_(3.154, 4.206]","CS_(4.206, 5.257]","HBP_(25.923, 41.4]","HBP_(41.4, 56.8]","HBP_(56.8, 72.2]","HBP_(72.2, 87.6]","HBP_(87.6, 103]","SF_(23.949, 34.2]","SF_(34.2, 44.4]","SF_(44.4, 54.6]","SF_(54.6, 64.8]","SF_(64.8, 75]","RA_(32.782, 277.6]","RA_(277.6, 521.2]","RA_(521.2, 764.8]","RA_(764.8, 1008.4]","RA_(1008.4, 1252]","ER_(24.002, 224.6]","ER_(224.6, 424.2]","ER_(424.2, 623.8]","ER_(623.8, 823.4]","ER_(823.4, 1023]","ERA_(1.213, 2.576]","ERA_(2.576, 3.932]","ERA_(3.932, 5.288]","ERA_(5.288, 6.644]","ERA_(6.644, 8]","CG_(-0.148, 29.6]","CG_(29.6, 59.2]","CG_(59.2, 88.8]","CG_(88.8, 118.4]","CG_(118.4, 148]","SHO_(-0.032, 6.4]","SHO_(6.4, 12.8]","SHO_(12.8, 19.2]","SHO_(19.2, 25.6]","SHO_(25.6, 32]","SV_(-0.068, 13.6]","SV_(13.6, 27.2]","SV_(27.2, 40.8]","SV_(40.8, 54.4]","SV_(54.4, 68]","IPouts_(157.644, 1033.2]","IPouts_(1033.2, 1904.4]","IPouts_(1904.4, 2775.6]","IPouts_(2775.6, 3646.8]","IPouts_(3646.8, 4518]","HA_(47.056, 437.8]","HA_(437.8, 826.6]","HA_(826.6, 1215.4]","HA_(1215.4, 1604.2]","HA_(1604.2, 1993]","HRA_(-0.241, 48.2]","HRA_(48.2, 96.4]","HRA_(96.4, 144.6]","HRA_(144.6, 192.8]","HRA_(192.8, 241]","BBA_(-0.827, 165.4]","BBA_(165.4, 330.8]","BBA_(330.8, 496.2]","BBA_(496.2, 661.6]","BBA_(661.6, 827]","SOA_(-1.45, 290]","SOA_(290, 580]","SOA_(580, 870]","SOA_(870, 1160]","SOA_(1160, 1450]","E_(3.869, 4.389]","E_(4.389, 4.907]","E_(4.907, 5.425]","E_(5.425, 5.943]","E_(5.943, 6.461]","DP_(17.801, 57.8]","DP_(57.8, 97.6]","DP_(97.6, 137.4]","DP_(137.4, 177.2]","DP_(177.2, 217]","FP_(0.76, 0.806]","FP_(0.806, 0.852]","FP_(0.852, 0.899]","FP_(0.899, 0.945]","FP_(0.945, 0.991]","attendance_(1610.738, 901540.4]","attendance_(901540.4, 1796992.8]","attendance_(1796992.8, 2692445.2]","attendance_(2692445.2, 3587897.6]","attendance_(3587897.6, 4483350]","BPF_(59.931, 73.8]","BPF_(73.8, 87.6]","BPF_(87.6, 101.4]","BPF_(101.4, 115.2]","BPF_(115.2, 129]","PPF_(59.919, 76.2]","PPF_(76.2, 92.4]","PPF_(92.4, 108.6]","PPF_(108.6, 124.8]","PPF_(124.8, 141]",,
10,2.302585093,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
11,1.9459101491,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,,
12,0.6931471806,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,
13,2.0794415417,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,
14,2.1972245773,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,
15,1.3862943611,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,
16,1.6094379124,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,
17,1.7917594692,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,
18,2.3978952728,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,
19,2.4849066498,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,
20,1.3862943611,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,
21,2.302585093,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
22,1.9459101491,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,
23,0.6931471806,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,
24,2.1972245773,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,
25,1.6094379124,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,
