"Medu_(-0.004, 1.333]_1","If a secondary education *student's mother had had Primary education until 4h grade or less*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
"Medu_(-0.004, 1.333]",What is the percentage of secondary education students *whose mothers had had Primary education until 4h grade or less*? Give your best guess (between 0 and 1).
"health_(2.333, 3.667]_0","If a secondary education *student's health status is either high or low*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
"health_(2.333, 3.667]_1","If a secondary education *student's health status is average*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
"health_(2.333, 3.667]",What is the percentage of secondary education students *whose health status is average*? Give your best guess (between 0 and 1).
"failures_(2, 3]_0","If a secondary education *student has failed less than three classes*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
"failures_(2, 3]_1","If a secondary education *student has failed three classes or more*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
"failures_(2, 3]",What is the percentage of secondary education students *having failed three classes or more*? Give your best guess (between 0 and 1).
famsize==LE3_0,"If a secondary education *student's family size is greater than three*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
famsize==LE3_1,"If a secondary education *student's family size is less or equal to three*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
famsize==LE3,What is the percentage of secondary education students *with a family size of less or equal to three*? Give your best guess (between 0 and 1).
"age_(19.667, 22]_0","If a secondary education *student belongs to the younger or middle-aged part of the class (19 years or younger)*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
"age_(19.667, 22]_1","If a secondary education *student belongs to the older part of the class (older than 19 years)*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
"age_(19.667, 22]",What is the percentage of secondary education students *belonging to the older part of the class (older than 19 years)*? Give your best guess (between 0 and 1).
"studytime_(0.997, 2]_0","If a secondary education *student studies an average time or more (more than 5 hours per week)*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
"studytime_(0.997, 2]_1","If a secondary education *student studies little (5 hours per week or less)*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
"studytime_(0.997, 2]",What is the percentage of secondary education students *studying little (5 hours per week or less)*? Give your best guess (between 0 and 1).
Pstatus==T_0,"If a secondary education *student's parents live apart*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
Pstatus==T_1,"If a secondary education *student's parents live together*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
Pstatus==T,What is the percentage of secondary education students *whose parents live together*? Give your best guess (between 0 and 1).
"failures_(1, 2]_0","If a secondary education *student has failed fewer or more classes than average (less than 2 or more than 2 classes)*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
"failures_(1, 2]_1","If a secondary education *student has failed an average number of classes (two classes)*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
"failures_(1, 2]",What is the percentage of secondary education students *having failed an average number of classes (two classes)*? Give your best guess (between 0 and 1).
Mjob_at_home_0,"If a secondary education *student's mother does not work at home*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
Mjob_at_home_1,"If a secondary education *student's mother work at home*, what is the chance (or probability) that the student scored the same or better than the weaker half of the class? Give your best guess (between 0 and 1)."
Mjob_at_home,What is the percentage of secondary education students *whose mothers work at home*? Give your best guess (between 0 and 1).
G3,What is the percentage of students *scoring the same or better than the weaker half of the class*? Give your best guess (between 0 and 1).
